Appliance,Model,Wattage,Company,Months,Seasonal Usage
Washing Machine,Bosch Serie 6 WAJ2426SIN 7 kg,2000,Bosch,All Year,Medium
Washing Machine,Haier HWM 65-020 6.5 kg,800,Haier,All Year,Low
Washing Machine,Godrej Eon 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-F80B6HRB 8 kg Top Load,1200,Panasonic,All Year,Low
Washing Machine,Siemens WM14K260IN 7 kg Front Load,2200,Siemens,All Year,Medium
Washing Machine,Samsung WA75A4002SS 7.5 kg Top Load,1200,Samsung,All Year,Low
Washing Machine,Whirlpool Magic Clean 7 kg,1000,Whirlpool,All Year,Medium
Washing Machine,LG T70SJSF1Z 7 kg Top Load,1000,LG,All Year,Medium
Washing Machine,IFB TL-SG6 6 kg Top Load,800,IFB,All Year,Low
Washing Machine,Bosch WAB16060IN 6 kg Front Load,1300,Bosch,All Year,Medium
Washing Machine,Haier HWM58-020 5.8 kg Top Load,850,Haier,All Year,Low
Washing Machine,Godrej GWF 710 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-W80B5 8 kg Top Load,1100,Panasonic,All Year,Low
Washing Machine,Siemens WM14URH0IN 8 kg Front Load,2200,Siemens,All Year,High
Washing Machine,Samsung WF42H5000AW 7.4 kg Front Load,1300,Samsung,All Year,Medium
Washing Machine,Whirlpool Super 6.5 kg,1000,Whirlpool,All Year,Low
Washing Machine,LG P8035SPM 8 kg Top Load,1200,LG,All Year,Medium
Washing Machine,IFB Aqua 6.5 kg,1000,IFB,All Year,Low
Washing Machine,Bosch Serie 6 WAJ2426SIN 7 kg,2000,Bosch,All Year,Medium
Washing Machine,Haier HWM 65-020 6.5 kg,800,Haier,All Year,Low
Washing Machine,Godrej Eon 7 kg Front Load,1500,Godrej,All Year,Medium
Washing Machine,Panasonic NA-F80B6HRB 8 kg Top Load,1200,Panasonic,All Year,Low
Washing Machine,Siemens WM14K260IN 7 kg Front Load,2200,Siemens,All Year,Medium
Washing Machine,Samsung WA75A4002SS 7.5 kg Top Load,1200,Samsung,All Year,Low
Washing Machine,Whirlpool Magic Clean 7 kg,1000,Whirlpool,All Year,Medium
